id,name,location,href,company,gbfs_href,system,source,ebikes,license,scooters,instances
bicincitta-ente-parco-san-rossore,Bicincittà,"{'latitude': 43.723826, 'longitude': 10.339509, 'city': 'Parco naturale Migliarino San Rossore Massaciuccoli', 'country': 'IT'}",/v2/networks/bicincitta-ente-parco-san-rossore,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=145,,,,
bicincitta-forli,Mi Muovo in Bici,"{'latitude': 44.2227398, 'longitude': 12.0407312, 'city': 'Forlì', 'country': 'IT'}",/v2/networks/bicincitta-forli,['Comunicare S.r.l.'],,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=119,,,,
bicincitta-gaeta,Bicincittà,"{'latitude': 41.209620965538036, 'longitude': 13.584335125656139, 'city': 'Gaeta', 'country': 'IT'}",/v2/networks/bicincitta-gaeta,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=207,,,,
bicincitta-gallipoli,Bicincittà,"{'latitude': 40.0558554, 'longitude': 17.9925085, 'city': 'Gallipoli', 'country': 'IT'}",/v2/networks/bicincitta-gallipoli,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=109,,,,
bicincitta-imola,Mi Muovo in bici,"{'latitude': 44.3559128, 'longitude': 11.7161197, 'city': 'Imola', 'country': 'IT'}",/v2/networks/bicincitta-imola,['Comunicare S.r.l.'],,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=196,,,,
bicincitta-lavis,Bicincittà,"{'latitude': 46.1408423, 'longitude': 11.1124935, 'city': 'Lavis', 'country': 'IT'}",/v2/networks/bicincitta-lavis,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=238,,,,
bicincitta-livorno,Bicincittà,"{'latitude': 43.548473, 'longitude': 10.3105674, 'city': 'Livorno', 'country': 'IT'}",/v2/networks/bicincitta-livorno,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=226,,,,
bicincitta-mantova,Bicincittà,"{'latitude': 45.15866370764634, 'longitude': 10.783718973016335, 'city': 'Mantova', 'country': 'IT'}",/v2/networks/bicincitta-mantova,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=204,,,,
bicincitta-massa,Bici in Massa,"{'latitude': 44.0146, 'longitude': 10.1017, 'city': 'Massa', 'country': 'IT'}",/v2/networks/bicincitta-massa,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=275,,,,
bicincitta-mezzocorona,Bicincittà,"{'latitude': 46.2339047, 'longitude': 11.1277461, 'city': 'Mezzocorona', 'country': 'IT'}",/v2/networks/bicincitta-mezzocorona,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=229,,,,
bicincitta-mezzolombardo,Bicincittà,"{'latitude': 46.21400260000001, 'longitude': 11.0967867, 'city': 'Mezzolombardo', 'country': 'IT'}",/v2/networks/bicincitta-mezzolombardo,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=228,,,,
bicincitta-modena,Mi Muovo in bici,"{'latitude': 44.647128, 'longitude': 10.9252269, 'city': 'Modena', 'country': 'IT'}",/v2/networks/bicincitta-modena,['Comunicare S.r.l.'],,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=180,,,,
bicincitta-monserrato,Bicincittà,"{'latitude': 39.2560191, 'longitude': 9.1453579, 'city': 'Monserrato', 'country': 'IT'}",/v2/networks/bicincitta-monserrato,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=220,,,,
bicincitta-montecatini-terme,Bicincittà,"{'latitude': 43.88362791665083, 'longitude': 10.764385656591799, 'city': 'Montecatini Terme', 'country': 'IT'}",/v2/networks/bicincitta-montecatini-terme,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=210,,,,
bicincitta-monteriggioni,Sipedala,"{'latitude': 43.3896, 'longitude': 11.2236, 'city': 'Monteriggioni', 'country': 'IT'}",/v2/networks/bicincitta-monteriggioni,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=274,,,,
bicincitta-monza,Bicincittà,"{'latitude': 45.5845001, 'longitude': 9.2744485, 'city': 'Monza', 'country': 'IT'}",/v2/networks/bicincitta-monza,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=224,,,,
bicincitta-morigerati,Bicincittà,"{'latitude': 40.1422031, 'longitude': 15.5298525, 'city': 'Morigerati', 'country': 'IT'}",/v2/networks/bicincitta-morigerati,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=200,,,,
bicincitta-parco-dei-colli-di-bergamo,Bicincittà,"{'latitude': 45.72295637032245, 'longitude': 9.649230073016383, 'city': 'Parco dei Colli di Bergamo', 'country': 'IT'}",/v2/networks/bicincitta-parco-dei-colli-di-bergamo,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=203,,,,
bicincitta-parco-molentargius-saline,Bicincittà,"{'latitude': 39.2052545, 'longitude': 9.146761099999999, 'city': 'Parco Naturale Molentargius - Saline', 'country': 'IT'}",/v2/networks/bicincitta-parco-molentargius-saline,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=151,,,,
bicincitta-pista,PisTA!,"{'latitude': 40.4351, 'longitude': 17.2096, 'city': 'Taranto', 'country': 'IT'}",/v2/networks/bicincitta-pista,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=270,,,,
bicincitta-pizzighettone-formigara,Bicincittà,"{'latitude': 45.186748819167434, 'longitude': 9.778087948479424, 'city': 'Pizzighettone e Formigara', 'country': 'IT'}",/v2/networks/bicincitta-pizzighettone-formigara,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=209,,,,
bicincitta-porto-torres,Bicincittà,"{'latitude': 40.8333682, 'longitude': 8.402292899999999, 'city': 'Porto Torres', 'country': 'IT'}",/v2/networks/bicincitta-porto-torres,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=221,,,,
bicincitta-rivarolo-canavese,Bicincittà,"{'latitude': 45.306633, 'longitude': 7.723242, 'city': 'Rivarolo Canavese', 'country': 'IT'}",/v2/networks/bicincitta-rivarolo-canavese,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=227,,,,
bicincitta-san-donato-milanese,Bicincittà,"{'latitude': 45.4092402, 'longitude': 9.2684867, 'city': 'San Donato Milanese', 'country': 'IT'}",/v2/networks/bicincitta-san-donato-milanese,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=234,,,,
bicincitta-san-giovanni-in-persiceto,Mi Muovo in Bici,"{'latitude': 44.6405433, 'longitude': 11.1893053, 'city': 'San Giovanni in Persiceto', 'country': 'IT'}",/v2/networks/bicincitta-san-giovanni-in-persiceto,['Comunicare S.r.l.'],,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=101,,,,
bicincitta-san-lazzaro-di-savena,Mi Muovo in Bici,"{'latitude': 44.4702725, 'longitude': 11.409399, 'city': 'San Lazzaro di Savena', 'country': 'IT'}",/v2/networks/bicincitta-san-lazzaro-di-savena,['Comunicare S.r.l.'],,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=100,,,,
bicincitta-san-michele-alladige,Bicincittà,"{'latitude': 46.1878653, 'longitude': 11.1330423, 'city': ""San Michele All'adige"", 'country': 'IT'}",/v2/networks/bicincitta-san-michele-alladige,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=231,,,,
bicincitta-san-teodoro,Bicincittà,"{'latitude': 40.7722837, 'longitude': 9.6695458, 'city': 'San Teodoro', 'country': 'IT'}",/v2/networks/bicincitta-san-teodoro,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=225,,,,
bicincitta-scafati,Bicincittà,"{'latitude': 40.7620174, 'longitude': 14.5363969, 'city': 'Scafati', 'country': 'IT'}",/v2/networks/bicincitta-scafati,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=106,,,,
bicincitta-scandiano,Mi Muovo in Bici,"{'latitude': 44.5982342, 'longitude': 10.6909273, 'city': 'Scandiano', 'country': 'IT'}",/v2/networks/bicincitta-scandiano,['Comunicare S.r.l.'],,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=94,,,,
bicincitta-selargius,Bicincittà,"{'latitude': 39.2596768, 'longitude': 9.1629372, 'city': 'Selargius', 'country': 'IT'}",/v2/networks/bicincitta-selargius,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=219,,,,
bicincitta-siena,Bicincittà,"{'latitude': 43.3186, 'longitude': 11.3306, 'city': 'Siena', 'country': 'IT'}",/v2/networks/bicincitta-siena,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=202,,,,
bicincitta-tivat,Bicincittà,"{'latitude': 42.4349809, 'longitude': 18.7066398, 'city': 'TV', 'country': 'ME'}",/v2/networks/bicincitta-tivat,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=87,,,,
bicincitta-tortoli,Bicincittà,"{'latitude': 39.92664489852196, 'longitude': 9.654953570777934, 'city': 'Tortolì', 'country': 'IT'}",/v2/networks/bicincitta-tortoli,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=206,,,,
bicincitta-treviglio,Bicincittà,"{'latitude': 45.5293372, 'longitude': 9.591435899999999, 'city': 'Treviglio', 'country': 'IT'}",/v2/networks/bicincitta-treviglio,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=174,,,,
bicincitta-trieste,BiTS,"{'latitude': 45.6495, 'longitude': 13.7768, 'city': 'Trieste', 'country': 'IT'}",/v2/networks/bicincitta-trieste,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=266,,,,
bicincitta-vicolungo-the-style-outlets,Bicincittà,"{'latitude': 45.47167229999999, 'longitude': 8.4633922, 'city': 'Vicolungo', 'country': 'IT'}",/v2/networks/bicincitta-vicolungo-the-style-outlets,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=232,,,,
bicing,Bicing,"{'latitude': 41.3850639, 'longitude': 2.1734035, 'city': 'Barcelona', 'country': 'ES'}",/v2/networks/bicing,"['Barcelona de Serveis Municipals, S.A. (BSM)', 'CESPA', 'PBSC']",,,,True,,,
bicinquartucciu,BicinQuartucciu,"{'latitude': 39.25043149806156, 'longitude': 9.179296426489255, 'city': 'Quartucciu', 'country': 'IT'}",/v2/networks/bicinquartucciu,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=193,,,,
bicinrivas,BiciNRivas,"{'latitude': 40.35353, 'longitude': -3.53095, 'city': 'Rivas-Vaciamadrid', 'country': 'ES'}",/v2/networks/bicinrivas,['Instituto Tecnológico de Castilla y León (ITCL)'],,bicicard,,,,,
bicipalma,Bicipalma,"{'latitude': 39.57119, 'longitude': 2.646634, 'city': 'Palma', 'country': 'ES'}",/v2/networks/bicipalma,['Nextbike GmbH'],,Nextbike,,,,,
bicisanvi,Bicisanvi,"{'latitude': 38.39611, 'longitude': -0.5236, 'city': 'Sant Vicent del Raspeig', 'country': 'ES'}",/v2/networks/bicisanvi,['Movilidad Urbana Sostenible SLU'],,,,,,,
bicischio,BiciSchio,"{'latitude': 45.7170517, 'longitude': 11.3597702, 'city': 'Schio', 'country': 'IT'}",/v2/networks/bicischio,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=91,,,,
biclis,biclis,"{'latitude': 39.7495, 'longitude': -8.8074, 'city': 'Leiria', 'country': 'PT'}",/v2/networks/biclis,"['Município de Leiria', 'Share2Go - Mobilidade Partilhada, Sociedade Unipessoal Lda']",,,,True,,,
bicloo,Bicloo,"{'latitude': 47.218371, 'longitude': -1.553621, 'city': 'Nantes', 'country': 'FR'}",/v2/networks/bicloo,['JCDecaux'],,Cyclocity,https://developer.jcdecaux.com,,"{'name': 'Open Licence', 'url': 'https://developer.jcdecaux.com/#/opendata/licence'}",,
bicyklezadobreskutky,Bicykle za dobré skutky,"{'latitude': 48.996275, 'longitude': 21.234341, 'city': 'Prešov', 'country': 'SK'}",/v2/networks/bicyklezadobreskutky,['Open Source Bike Share'],,OpenSourceBikeShare,,,,,
biella,Biella,"{'latitude': 45.5775, 'longitude': 8.051111, 'city': 'Biella', 'country': 'IT'}",/v2/networks/biella,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=112,,,,
bigi,BiGi,"{'latitude': 45.695, 'longitude': 9.67, 'city': 'Bergamo', 'country': 'IT'}",/v2/networks/bigi,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=133,,,,
bike-chattanooga,Bike Chattanooga,"{'latitude': 35.0456297, 'longitude': -85.3096801, 'city': 'Chattanooga, TN', 'country': 'US'}",/v2/networks/bike-chattanooga,"['Motivate International, Inc', 'PBSC']",https://chat.publicbikesystem.net/ube/gbfs/v1/,,,True,,,
bike-curitiba,BikeCuritiba,"{'latitude': -25.4299, 'longitude': -49.2722, 'city': 'Curitiba', 'country': 'BR'}",/v2/networks/bike-curitiba,"['M1 Transportes Sustentáveis Ltda.', 'M2 Soluções Em Engenharia Ltda.', 'Tembici']",https://curitiba.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,
bike-itau-nordelta,Bike Itaú Nordelta,"{'latitude': -34.4146, 'longitude': -58.6493, 'city': 'Nordelta', 'country': 'AR'}",/v2/networks/bike-itau-nordelta,"['Tembici', 'Itaú Argentina', 'Zurich Insurance Group']",https://nordelta.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,
bikebrasilia,BikeBrasilia,"{'latitude': -15.795115, 'longitude': -47.887424, 'city': 'Brasília', 'country': 'BR'}",/v2/networks/bikebrasilia,['Tembici'],https://brasilia.publicbikesystem.net/customer/ube/gbfs/v1/,,,,,,
bikekia-zilina,BikeKia,"{'latitude': 49.2217, 'longitude': 18.7572, 'city': 'Žilina', 'country': 'SK'}",/v2/networks/bikekia-zilina,['Nextbike GmbH'],,Nextbike,,,,,
bikemi,BikeMi,"{'latitude': 45.4654542, 'longitude': 9.186516, 'city': 'Milano', 'country': 'IT'}",/v2/networks/bikemi,['IGP S.p.A.'],https://gbfs.urbansharing.com/bikemi.com/gbfs.json,,,True,,,
bikenmedio,BikEnmedio,"{'latitude': 42.9995, 'longitude': -4.1393, 'city': 'Campoo de Enmedio', 'country': 'ES'}",/v2/networks/bikenmedio,['Instituto Tecnológico de Castilla y León (ITCL)'],,bicicard,,,,,
bikepoa,BikePOA,"{'latitude': -30.033079, 'longitude': -51.23654, 'city': 'Porto Alegre', 'country': 'BR'}",/v2/networks/bikepoa,"['Tembici', 'PBSC Urban Solutions']",https://poa.publicbikesystem.net/ube/gbfs/v1/,,,,,,
bikerecife,BikeRecife,"{'latitude': -8.047129, 'longitude': -34.873437, 'city': 'Recife', 'country': 'BR'}",/v2/networks/bikerecife,"['Tembici', 'PBSC Urban Solutions']",https://rec.publicbikesystem.net/ube/gbfs/v1/,,,,,,
bikerio,BikeRio,"{'latitude': -22.904315, 'longitude': -43.184776, 'city': 'Rio de Janeiro', 'country': 'BR'}",/v2/networks/bikerio,"['Tembici', 'PBSC Urban Solutions']",https://riodejaneiro.publicbikesystem.net/ube/gbfs/v1/,,,,,,
bikesalvador,BikeSalvador,"{'latitude': -12.973959, 'longitude': -38.508171, 'city': 'Salvador', 'country': 'BR'}",/v2/networks/bikesalvador,"['Tembici', 'PBSC Urban Solutions']",https://salvador.publicbikesystem.net/ube/gbfs/v1/,,,,,,
bikesampa,BikeSampa,"{'latitude': -23.55, 'longitude': -46.6333, 'city': 'São Paulo', 'country': 'BR'}",/v2/networks/bikesampa,"['Tembici', 'PBSC Urban Solutions']",https://saopaulo.publicbikesystem.net/ube/gbfs/v1/,,,,,,
bikesantiago,BikeSantiago,"{'latitude': -33.45, 'longitude': -70.67, 'city': 'Santiago', 'country': 'CL'}",/v2/networks/bikesantiago,"['Tembici', 'PBSC Urban Solutions']",https://santiago.publicbikesystem.net/ube/gbfs/v1/,,,,,,
bikesantos,BikeSantos,"{'latitude': -23.954052, 'longitude': -46.333345, 'city': 'Santos', 'country': 'BR'}",/v2/networks/bikesantos,"['Mobilicidade Tecnologia LTD', 'Grupo Serttel LTDA']",,Samba,,,,,
bikeshare-peninsula-papagayo,Peninsula Papagayo Bike-Share,"{'latitude': 10.6246, 'longitude': -85.6796, 'city': 'Península de Papagayo', 'country': 'CR'}",/v2/networks/bikeshare-peninsula-papagayo,"['Ecodesarrollo Papagayo Limitada', 'Wegoshare, Lda']",,,,True,,,
biketown,BIKETOWN,"{'latitude': 45.52175423291714, 'longitude': -122.68107935786247, 'city': 'Portland, OR', 'country': 'US'}",/v2/networks/biketown,"['Portland Bureau of Transportation (PBOT)', 'Lyft Inc.']",https://gbfs.biketownpdx.com/gbfs/gbfs.json,,,,,,
biketown-whq,Biketown WHQ (Nike campus),"{'latitude': 45.5087, 'longitude': -122.8294, 'city': 'Beaverton, OR', 'country': 'US'}",/v2/networks/biketown-whq,[],https://nike.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,
bikeu-bra,Bydgoski rower aglomeracyjny,"{'latitude': 53.12193, 'longitude': 18.00038, 'city': 'Bydgoszcz', 'country': 'PL'}",/v2/networks/bikeu-bra,['Bike U Sp. z o.o.'],,Bike U,,,,,
bikeverona,Verona Bike,"{'latitude': 45.438611, 'longitude': 10.992778, 'city': 'Verona', 'country': 'IT'}",/v2/networks/bikeverona,"['IGP S.p.A.', 'Urban Sharing AS']",https://gbfs.urbansharing.com/bikeverona.it/gbfs.json,,,,,,
bikevitoria,Bike Vitória,"{'latitude': -20.3202, 'longitude': -40.3375, 'city': 'Vitória', 'country': 'BR'}",/v2/networks/bikevitoria,"['Mobilicidade Tecnologia LTD', 'Grupo Serttel LTDA']",,Samba,,,,,
biki,BIKI,"{'latitude': 41.6522, 'longitude': -4.7243, 'city': 'Valladolid', 'country': 'ES'}",/v2/networks/biki,['Autobuses Urbanos de Valladolid S.A'],,,,True,,,
bilbon-bizi,BilbonBizi,"{'latitude': 43.2752, 'longitude': -2.93528, 'city': 'Bilbao', 'country': 'ES'}",/v2/networks/bilbon-bizi,['Nextbike GmbH'],,Nextbike,,,,,
bismarck,BisPArks BCycle,"{'latitude': 46.8082, 'longitude': -100.7847, 'city': 'Bismarck, ND', 'country': 'US'}",/v2/networks/bismarck,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_bismarck/gbfs.json,BCycle,,,,,
bixi-montreal,Bixi,"{'latitude': 45.508693, 'longitude': -73.553928, 'city': 'Montréal, QC', 'country': 'CA'}",/v2/networks/bixi-montreal,"['Motivate International, Inc.', 'PBSC Urban Solutions', 'BIXI Montréal']",https://gbfs.velobixi.com/gbfs/gbfs.json,,,True,,,
bixi-toronto,Bike Share Toronto,"{'latitude': 43.653226, 'longitude': -79.3831843, 'city': 'Toronto, ON', 'country': 'CA'}",/v2/networks/bixi-toronto,"['Motivate International, Inc.', 'PBSC Urban Solutions']",https://tor.publicbikesystem.net/ube/gbfs/v1/,,,,,,
bizi,Bizi,"{'latitude': 41.6487908, 'longitude': -0.8895811, 'city': 'Zaragoza', 'country': 'ES'}",/v2/networks/bizi,"['UTE Serveo Servicios', 'PBSC Urban Solutions']",https://zaragoza.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,
bizkaibizi-barakaldo,Bizkaibizi,"{'latitude': 43.2966, 'longitude': -2.987, 'city': 'Barakaldo', 'country': 'ES'}",/v2/networks/bizkaibizi-barakaldo,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-berango,Bizkaibizi,"{'latitude': 43.3619, 'longitude': -2.9968, 'city': 'Berango', 'country': 'ES'}",/v2/networks/bizkaibizi-berango,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-bilbao,Bizkaibizi,"{'latitude': 43.2617, 'longitude': -2.9491, 'city': 'Bilbao', 'country': 'ES'}",/v2/networks/bizkaibizi-bilbao,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-erandio,Bizkaibizi,"{'latitude': 43.3029, 'longitude': -2.9756, 'city': 'Erandio', 'country': 'ES'}",/v2/networks/bizkaibizi-erandio,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-getxo,Bizkaibizi,"{'latitude': 43.3476, 'longitude': -3.0088, 'city': 'getxo', 'country': 'ES'}",/v2/networks/bizkaibizi-getxo,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-leioa,Bizkaibizi,"{'latitude': 43.3266, 'longitude': -2.9897, 'city': 'Leioa', 'country': 'ES'}",/v2/networks/bizkaibizi-leioa,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-portugalete,Bizkaibizi,"{'latitude': 43.318, 'longitude': -3.0214, 'city': 'Portugalete', 'country': 'ES'}",/v2/networks/bizkaibizi-portugalete,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-santurtzi,Bizkaibizi,"{'latitude': 43.328, 'longitude': -3.0335, 'city': 'Santurtzi', 'country': 'ES'}",/v2/networks/bizkaibizi-santurtzi,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bizkaibizi-sestao,Bizkaibizi,"{'latitude': 43.3093, 'longitude': -3.0068, 'city': 'Sestao', 'country': 'ES'}",/v2/networks/bizkaibizi-sestao,['UTE Bizkaibizi'],,Bizkaibizi,,,,,
bl-bike-banja-luka,BL bike,"{'latitude': 44.775, 'longitude': 17.1994, 'city': 'Banja Luka', 'country': 'BA'}",/v2/networks/bl-bike-banja-luka,['Nextbike GmbH'],,Nextbike,,,,,
blue-bikes,Blue Bikes,"{'latitude': 42.3584308, 'longitude': -71.0597732, 'city': 'Boston, MA', 'country': 'US'}",/v2/networks/blue-bikes,"['Motivate International, Inc.', 'PBSC Urban Solutions']",https://gbfs.bluebikes.com/gbfs/gbfs.json,,,True,,,
bora,Bora!,"{'latitude': 40.656392, 'longitude': -7.912545, 'city': 'CIM Viseu Dão-Lafões', 'country': 'PT'}",/v2/networks/bora,"['SOLTRÁFEGO, SA']",,Soltrafego,,,,,
boulder,Boulder BCycle,"{'latitude': 40.00811, 'longitude': -105.26385, 'city': 'Boulder, CO', 'country': 'US'}",/v2/networks/boulder,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_boulder/gbfs.json,BCycle,,,,,
brindisi,BrindisiByBike,"{'latitude': 40.637580319936106, 'longitude': 17.940774547082572, 'city': 'Brindisi', 'country': 'IT'}",/v2/networks/brindisi,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=197,,,,
broward,Broward BCycle,"{'latitude': 26.12026, 'longitude': -80.14819, 'city': 'Fort Lauderdale, FL', 'country': 'US'}",/v2/networks/broward,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_broward/gbfs.json,BCycle,,,,,
bubi,MOL Bubi,"{'latitude': 47.497912, 'longitude': 19.040235, 'city': 'Budapest', 'country': 'HU'}",/v2/networks/bubi,['Nextbike GmbH'],,Nextbike,,,,,
bublr-bikes,Bublr Bikes,"{'latitude': 43.0369, 'longitude': -87.89667, 'city': 'Milwaukee, WI', 'country': 'US'}",/v2/networks/bublr-bikes,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_bublr/gbfs.json,BCycle,,,,,
buga,BUGA,"{'latitude': 40.6388, 'longitude': -8.6479, 'city': 'Aveiro', 'country': 'PT'}",/v2/networks/buga,"['SOLTRÁFEGO, SA']",,Soltrafego,,,,,
burgenland-neusiedler-see,Burgenland,"{'latitude': 47.839, 'longitude': 16.761, 'city': 'Neusiedler See', 'country': 'AT'}",/v2/networks/burgenland-neusiedler-see,['Nextbike GmbH'],,Nextbike,,,,,
bysykkel-lillestrom,Bysykkel,"{'latitude': 59.9559696, 'longitude': 11.0503785, 'city': 'Lillestrøm', 'country': 'NO'}",/v2/networks/bysykkel-lillestrom,['JCDecaux'],,Cyclocity,https://developer.jcdecaux.com,,"{'name': 'Open Licence', 'url': 'https://developer.jcdecaux.com/#/opendata/licence'}",,
c-velo,C.vélo,"{'latitude': 45.7831, 'longitude': 3.0824, 'city': 'Clermont-Ferrand', 'country': 'FR'}",/v2/networks/c-velo,"['CityBike France', 'PBSC Urban Solutions']",https://clermontferrand.publicbikesystem.net/customer/ube/gbfs/v1/,,,,,,
cagliari,Cagliari,"{'latitude': 39.220817, 'longitude': 9.121399, 'city': 'Cagliari', 'country': 'IT'}",/v2/networks/cagliari,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=177,,,,
callabike-berlin,Call-A-Bike,"{'latitude': 52.5179, 'longitude': 13.3895, 'city': 'Berlin', 'country': 'DE'}",/v2/networks/callabike-berlin,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,
callabike-darmstadt,Call-A-Bike,"{'latitude': 49.8707135, 'longitude': 8.6527299, 'city': 'Darmstadt', 'country': 'DE'}",/v2/networks/callabike-darmstadt,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,
callabike-frankfurt,Call-A-Bike,"{'latitude': 50.1109, 'longitude': 8.6795, 'city': 'Frankfurt', 'country': 'DE'}",/v2/networks/callabike-frankfurt,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,
callabike-koln,Call-A-Bike,"{'latitude': 50.939, 'longitude': 6.9595, 'city': 'Köln', 'country': 'DE'}",/v2/networks/callabike-koln,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,
callabike-munchen,Call-A-Bike,"{'latitude': 48.1375, 'longitude': 11.5759, 'city': 'München', 'country': 'DE'}",/v2/networks/callabike-munchen,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,
capital-bikeshare,Capital BikeShare,"{'latitude': 38.8967584, 'longitude': -77.03701629999999, 'city': 'Washington, DC', 'country': 'US'}",/v2/networks/capital-bikeshare,"['Motivate International, Inc.', 'PBSC Urban Solutions']",https://gbfs.capitalbikeshare.com/gbfs/gbfs.json,,,True,,,
